Account-Mapping,Acc2-Mapping,Version,Year-mapping,Month-mapping,Region-Mapping,Market-Mapping,Adj_Value_Sum
Payables and Accruals,Working Capital,ACT,Y1,M10,G,G08,-3.956534151
Payables and Accruals,Working Capital,ACT,Y1,M10,G,G10,0.771140233
Payables and Accruals,Working Capital,ACT,Y1,M10,G,G12,-0.830226322
Payables and Accruals,Working Capital,ACT,Y1,M11,A,A01,2.162823504
Payables and Accruals,Working Capital,ACT,Y1,M11,A,A03,0.656540791
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B01,1.280342058
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B03,0.461847258
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B05,1.55706078
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B07,1.055189937
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B08,1.176989856
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B13,2.456448052
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B15,-0.932661639
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B16,0.406940347
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B17,1.25482273
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B19,1.241033291
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B22,1.154363443
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B23,1.037529812
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B25,0.718622598
Payables and Accruals,Working Capital,ACT,Y1,M11,B,B27,0.893306348
Payables and Accruals,Working Capital,ACT,Y1,M11,C,C02,-1.08512021
Payables and Accruals,Working Capital,ACT,Y1,M11,C,C04,1.399415879
Payables and Accruals,Working Capital,ACT,Y1,M11,C,C06,-0.292686851
Payables and Accruals,Working Capital,ACT,Y1,M11,C,C09,0.018428422
Payables and Accruals,Working Capital,ACT,Y1,M11,D,D01,0.600479908
Payables and Accruals,Working Capital,ACT,Y1,M11,D,D04,-0.986985892
Payables and Accruals,Working Capital,ACT,Y1,M11,D,D06,0.082146622
Payables and Accruals,Working Capital,ACT,Y1,M11,D,D10,0.708977966
Payables and Accruals,Working Capital,ACT,Y1,M11,D,D11,0.987610116
Payables and Accruals,Working Capital,ACT,Y1,M11,E,E04,-0.609263556
Payables and Accruals,Working Capital,ACT,Y1,M11,E,E08,0.059468342
Payables and Accruals,Working Capital,ACT,Y1,M11,E,E09,0.622263964
Payables and Accruals,Working Capital,ACT,Y1,M11,E,E12,0.414049679
Payables and Accruals,Working Capital,ACT,Y1,M11,E,E16,0.233298263
Payables and Accruals,Working Capital,ACT,Y1,M11,E,E18,0.784018893
Payables and Accruals,Working Capital,ACT,Y1,M11,F,F02,0.919406406
Payables and Accruals,Working Capital,ACT,Y1,M11,F,F04,-0.828394575
Payables and Accruals,Working Capital,ACT,Y1,M11,F,F05,-0.668729653
Payables and Accruals,Working Capital,ACT,Y1,M11,G,G01,0.243201584
Payables and Accruals,Working Capital,ACT,Y1,M11,G,G05,-0.291990933
Payables and Accruals,Working Capital,ACT,Y1,M11,G,G06,0.101359039
Payables and Accruals,Working Capital,ACT,Y1,M11,G,G08,-2.071065163
Payables and Accruals,Working Capital,ACT,Y1,M11,G,G10,0.672501031
Payables and Accruals,Working Capital,ACT,Y1,M11,G,G12,0.373621844
Payables and Accruals,Working Capital,ACT,Y1,M12,A,A01,-0.372443315
Payables and Accruals,Working Capital,ACT,Y1,M12,A,A03,-2.323235572
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B01,0.8193378
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B03,-0.042708772
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B05,0.042676207
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B07,0.914659233
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B08,0.960075372
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B13,1.20518897
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B15,-1.171161221
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B16,-1.226217117
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B17,0.979922636
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B19,0.947829344
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B22,1.124618976
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B23,0.12163744
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B25,0.608305455
Payables and Accruals,Working Capital,ACT,Y1,M12,B,B27,0.51282001
Payables and Accruals,Working Capital,ACT,Y1,M12,C,C02,-1.567491898
Payables and Accruals,Working Capital,ACT,Y1,M12,C,C04,1.402727064
Payables and Accruals,Working Capital,ACT,Y1,M12,C,C06,0.071534769
Payables and Accruals,Working Capital,ACT,Y1,M12,C,C09,-0.50668134
Payables and Accruals,Working Capital,ACT,Y1,M12,D,D01,0.600479908
Payables and Accruals,Working Capital,ACT,Y1,M12,D,D04,-2.515973716
Payables and Accruals,Working Capital,ACT,Y1,M12,D,D06,0.648803743
Payables and Accruals,Working Capital,ACT,Y1,M12,D,D10,0.356654955
Payables and Accruals,Working Capital,ACT,Y1,M12,D,D11,-4.90104986
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E03,0.007619978
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E04,-0.462802126
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E08,0.362283298
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E09,-0.367125195
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E12,-0.482904835
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E16,-0.186316975
Payables and Accruals,Working Capital,ACT,Y1,M12,E,E18,0.640653131
Payables and Accruals,Working Capital,ACT,Y1,M12,F,F02,0.496578373
Payables and Accruals,Working Capital,ACT,Y1,M12,F,F04,-0.448522132
Payables and Accruals,Working Capital,ACT,Y1,M12,F,F05,-1.562248993
Payables and Accruals,Working Capital,ACT,Y1,M12,G,G01,0.10199293
Payables and Accruals,Working Capital,ACT,Y1,M12,G,G05,0.336444102
Payables and Accruals,Working Capital,ACT,Y1,M12,G,G06,0.286463743
Payables and Accruals,Working Capital,ACT,Y1,M12,G,G08,-0.446528443
Payables and Accruals,Working Capital,ACT,Y1,M12,G,G10,0.578708856
Payables and Accruals,Working Capital,ACT,Y1,M12,G,G12,-0.618153961
Payables and Accruals,Working Capital,ACT,Y2,M02,A,A01,-0.616707811
Payables and Accruals,Working Capital,ACT,Y2,M02,A,A02,0.320816866
Payables and Accruals,Working Capital,ACT,Y2,M02,A,A03,-0.241400597
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B01,1.014240319
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B03,0.722465742
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B04,-1.515275074
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B05,0.556046471
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B07,0.910305254
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B08,1.100085954
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B09,2.051460773
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B13,0.559211535
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B15,-1.503431922
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B16,-1.213102709
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B17,0.566373216
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B19,1.151916211
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B20,1.674575529
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B22,0.911456178
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B23,0.556368084
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B25,0.487167876
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B27,0.401642369
Payables and Accruals,Working Capital,ACT,Y2,M02,B,B28,0.744944319
Payables and Accruals,Working Capital,ACT,Y2,M02,C,C02,0.398173547
Payables and Accruals,Working Capital,ACT,Y2,M02,C,C03,-0.024731518
Payables and Accruals,Working Capital,ACT,Y2,M02,C,C04,0.226857321
Payables and Accruals,Working Capital,ACT,Y2,M02,C,C06,-2.191904367
Payables and Accruals,Working Capital,ACT,Y2,M02,C,C07,-3.91028365
Payables and Accruals,Working Capital,ACT,Y2,M02,C,C09,1.098025897
Payables and Accruals,Working Capital,ACT,Y2,M02,D,D01,0.600479908
Payables and Accruals,Working Capital,ACT,Y2,M02,D,D04,-1.935606102
Payables and Accruals,Working Capital,ACT,Y2,M02,D,D06,-0.222313459
Payables and Accruals,Working Capital,ACT,Y2,M02,D,D10,0.444419455
Payables and Accruals,Working Capital,ACT,Y2,M02,D,D11,-0.590496021
Payables and Accruals,Working Capital,ACT,Y2,M02,E,E04,-0.266834153
Payables and Accruals,Working Capital,ACT,Y2,M02,E,E08,-0.121592154
Payables and Accruals,Working Capital,ACT,Y2,M02,E,E09,-0.321131332
Payables and Accruals,Working Capital,ACT,Y2,M02,E,E12,0.154250744
Payables and Accruals,Working Capital,ACT,Y2,M02,E,E16,0.839817196
Payables and Accruals,Working Capital,ACT,Y2,M02,E,E18,0.692906459
Payables and Accruals,Working Capital,ACT,Y2,M02,F,F02,-0.425450574
Payables and Accruals,Working Capital,ACT,Y2,M02,F,F04,-1.056928222
Payables and Accruals,Working Capital,ACT,Y2,M02,F,F05,-0.880897373
Payables and Accruals,Working Capital,ACT,Y2,M02,G,G01,-0.854841148
Payables and Accruals,Working Capital,ACT,Y2,M02,G,G05,0.670934007
Payables and Accruals,Working Capital,ACT,Y2,M02,G,G06,0.266175213
Payables and Accruals,Working Capital,ACT,Y2,M02,G,G08,0.638970434
Payables and Accruals,Working Capital,ACT,Y2,M02,G,G10,0.446284529
Payables and Accruals,Working Capital,ACT,Y2,M02,G,G12,-2.214930969
Payables and Accruals,Working Capital,ACT,Y2,M03,A,A01,-0.508325229
Payables and Accruals,Working Capital,ACT,Y2,M03,A,A02,0.152423244
Payables and Accruals,Working Capital,ACT,Y2,M03,A,A03,0.392627543
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B01,0.258719485
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B03,0.930306834
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B04,-1.539106114
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B05,0.140101038
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B07,0.88800916
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B08,0.833280022
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B09,1.928733345
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B13,0.592115102
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B15,1.024516464
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B16,-0.996561282
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B17,0.642329472
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B19,0.871646964
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B20,1.673320174
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B22,1.173986186
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B23,1.448413213
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B25,0.509802176
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B27,0.098002079
Payables and Accruals,Working Capital,ACT,Y2,M03,B,B28,0.614282512
Payables and Accruals,Working Capital,ACT,Y2,M03,C,C02,0.060005721
Payables and Accruals,Working Capital,ACT,Y2,M03,C,C03,0.279314306
Payables and Accruals,Working Capital,ACT,Y2,M03,C,C04,0.488627396
Payables and Accruals,Working Capital,ACT,Y2,M03,C,C06,0.080134745
Payables and Accruals,Working Capital,ACT,Y2,M03,C,C07,-0.351718635
Payables and Accruals,Working Capital,ACT,Y2,M03,C,C09,-1.962239766
Payables and Accruals,Working Capital,ACT,Y2,M03,D,D01,0.600479908
Payables and Accruals,Working Capital,ACT,Y2,M03,D,D04,-1.20724135
Payables and Accruals,Working Capital,ACT,Y2,M03,D,D06,-0.790989447
Payables and Accruals,Working Capital,ACT,Y2,M03,D,D10,0.534683308
Payables and Accruals,Working Capital,ACT,Y2,M03,D,D11,-0.590496021
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E03,-0.835296584
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E04,-0.542230306
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E08,-0.767016996
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E09,-0.768381183
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E12,0.329425152
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E16,-0.134277688
Payables and Accruals,Working Capital,ACT,Y2,M03,E,E18,1.165644381
Payables and Accruals,Working Capital,ACT,Y2,M03,F,F02,0.255309503
Payables and Accruals,Working Capital,ACT,Y2,M03,F,F04,3.069363952
Payables and Accruals,Working Capital,ACT,Y2,M03,F,F05,0.723297581
Payables and Accruals,Working Capital,ACT,Y2,M03,G,G01,0.294181164
Payables and Accruals,Working Capital,ACT,Y2,M03,G,G05,-0.156177648
Payables and Accruals,Working Capital,ACT,Y2,M03,G,G06,0.248716145
Payables and Accruals,Working Capital,ACT,Y2,M03,G,G08,-0.423233874
Payables and Accruals,Working Capital,ACT,Y2,M03,G,G10,0.616333658
Payables and Accruals,Working Capital,ACT,Y2,M03,G,G12,-2.720592732
Payables and Accruals,Working Capital,ACT,Y2,M04,A,A01,0.438302541
Payables and Accruals,Working Capital,ACT,Y2,M04,A,A02,0.068304321
Payables and Accruals,Working Capital,ACT,Y2,M04,A,A03,0.95146317
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B01,-0.005133136
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B03,0.5855284
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B04,-4.617687232
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B05,-0.036182984
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B07,0.754232597
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B08,0.772241917
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B09,2.003197178
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B13,0.816385127
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B15,0.589627106
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B16,-0.817907208
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B17,0.672331211
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B19,0.858280031
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B20,1.6720392
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B22,1.087214446
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B23,1.300516398
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B25,0.452069086
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B27,0.273895065
Payables and Accruals,Working Capital,ACT,Y2,M04,B,B28,0.524007082
Payables and Accruals,Working Capital,ACT,Y2,M04,C,C02,-0.510881635
Payables and Accruals,Working Capital,ACT,Y2,M04,C,C03,0.16756056
Payables and Accruals,Working Capital,ACT,Y2,M04,C,C04,-0.02212852
Payables and Accruals,Working Capital,ACT,Y2,M04,C,C06,-2.87664577
Payables and Accruals,Working Capital,ACT,Y2,M04,C,C09,-0.14698599
Payables and Accruals,Working Capital,ACT,Y2,M04,D,D04,-1.386873427
Payables and Accruals,Working Capital,ACT,Y2,M04,D,D06,0.239160152
Payables and Accruals,Working Capital,ACT,Y2,M04,D,D10,0.489785012
Payables and Accruals,Working Capital,ACT,Y2,M04,D,D11,-0.6491106
Payables and Accruals,Working Capital,ACT,Y2,M04,E,E04,-0.802423231
Payables and Accruals,Working Capital,ACT,Y2,M04,E,E08,-0.27851812
Payables and Accruals,Working Capital,ACT,Y2,M04,E,E09,-0.494536767
Payables and Accruals,Working Capital,ACT,Y2,M04,E,E12,-1.502458519
Payables and Accruals,Working Capital,ACT,Y2,M04,E,E16,0.526474644
Payables and Accruals,Working Capital,ACT,Y2,M04,E,E18,0.760275428
Payables and Accruals,Working Capital,ACT,Y2,M04,F,F02,0.775339383
Payables and Accruals,Working Capital,ACT,Y2,M04,F,F03,-1.725464745
Payables and Accruals,Working Capital,ACT,Y2,M04,F,F04,-0.109141652
Payables and Accruals,Working Capital,ACT,Y2,M04,F,F05,0.554253381
Payables and Accruals,Working Capital,ACT,Y2,M04,G,G01,0.037859409
Payables and Accruals,Working Capital,ACT,Y2,M04,G,G05,0.052901078
Payables and Accruals,Working Capital,ACT,Y2,M04,G,G06,0.231224924
Payables and Accruals,Working Capital,ACT,Y2,M04,G,G08,0.570942528
Payables and Accruals,Working Capital,ACT,Y2,M04,G,G10,0.496441985
Payables and Accruals,Working Capital,ACT,Y2,M04,G,G12,-1.761544693
Payables and Accruals,Working Capital,ACT,Y2,M05,A,A01,0.897619305
Payables and Accruals,Working Capital,ACT,Y2,M05,A,A02,0.152423244
Payables and Accruals,Working Capital,ACT,Y2,M05,A,A03,0.255892962
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B01,0.82360426
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B03,0.676420626
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B04,-0.437285334
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B05,-0.261138093
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B07,0.954897442
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B08,0.789212515
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B09,2.021123656
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B13,0.560767977
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B15,0.78603288
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B16,0.801079148
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B17,0.889590132
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B19,0.84253238
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B20,1.412052693
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B22,1.20822371
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B23,1.09876549
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B25,0.295226401
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B27,-0.434089457
Payables and Accruals,Working Capital,ACT,Y2,M05,B,B28,0.354146733
Payables and Accruals,Working Capital,ACT,Y2,M05,C,C02,-0.813206167
Payables and Accruals,Working Capital,ACT,Y2,M05,C,C03,0.082086731
Payables and Accruals,Working Capital,ACT,Y2,M05,C,C04,-1.217277154
Payables and Accruals,Working Capital,ACT,Y2,M05,C,C06,0.358325924
Payables and Accruals,Working Capital,ACT,Y2,M05,C,C09,-0.681923511
Payables and Accruals,Working Capital,ACT,Y2,M05,D,D04,-1.108503291
Payables and Accruals,Working Capital,ACT,Y2,M05,D,D06,-1.155493513
Payables and Accruals,Working Capital,ACT,Y2,M05,D,D10,0.596122724
Payables and Accruals,Working Capital,ACT,Y2,M05,D,D11,-0.507671072
Payables and Accruals,Working Capital,ACT,Y2,M05,E,E04,-0.795599158
Payables and Accruals,Working Capital,ACT,Y2,M05,E,E08,-0.407986871
Payables and Accruals,Working Capital,ACT,Y2,M05,E,E09,0.060592871
Payables and Accruals,Working Capital,ACT,Y2,M05,E,E12,-1.629280731
Payables and Accruals,Working Capital,ACT,Y2,M05,E,E16,0.849836726
Payables and Accruals,Working Capital,ACT,Y2,M05,E,E18,0.958031039
Payables and Accruals,Working Capital,ACT,Y2,M05,F,F02,-0.386569835
Payables and Accruals,Working Capital,ACT,Y2,M05,F,F03,-1.733946758
Payables and Accruals,Working Capital,ACT,Y2,M05,F,F04,-0.732605271
Payables and Accruals,Working Capital,ACT,Y2,M05,F,F05,0.826794029
Payables and Accruals,Working Capital,ACT,Y2,M05,G,G01,-0.51549699
Payables and Accruals,Working Capital,ACT,Y2,M05,G,G05,0.215765248
Payables and Accruals,Working Capital,ACT,Y2,M05,G,G06,0.307395333
Payables and Accruals,Working Capital,ACT,Y2,M05,G,G08,0.494953468
Payables and Accruals,Working Capital,ACT,Y2,M05,G,G10,0.509254153
Payables and Accruals,Working Capital,ACT,Y2,M05,G,G12,-0.866280227
Payables and Accruals,Working Capital,ACT,Y2,M06,A,A01,1.497593681
Payables and Accruals,Working Capital,ACT,Y2,M06,A,A02,-0.184363999
Payables and Accruals,Working Capital,ACT,Y2,M06,A,A03,0.208862582
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B01,0.890618219
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B03,0.78004167
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B04,-0.413211122
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B05,0.401743206
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B07,0.954897442
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B08,0.817204032
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B09,1.938386064
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B13,0.978663201
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B15,0.301530106
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B16,0.841304011
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B17,0.871722921
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B19,0.76404879
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B20,1.304783921
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B22,1.219678539
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B23,0.702860659
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B25,0.337407445
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B27,-0.712742271
Payables and Accruals,Working Capital,ACT,Y2,M06,B,B28,1.085258933
Payables and Accruals,Working Capital,ACT,Y2,M06,C,C02,-0.042848462
Payables and Accruals,Working Capital,ACT,Y2,M06,C,C03,-0.116775326
Payables and Accruals,Working Capital,ACT,Y2,M06,C,C04,-1.089776946
Payables and Accruals,Working Capital,ACT,Y2,M06,C,C06,0.449511748
Payables and Accruals,Working Capital,ACT,Y2,M06,C,C07,0.165514652
Payables and Accruals,Working Capital,ACT,Y2,M06,C,C09,-1.567477602
Payables and Accruals,Working Capital,ACT,Y2,M06,D,D04,-0.665294938
Payables and Accruals,Working Capital,ACT,Y2,M06,D,D06,-1.9755158
Payables and Accruals,Working Capital,ACT,Y2,M06,D,D10,0.607462923
Payables and Accruals,Working Capital,ACT,Y2,M06,D,D11,-0.696478715
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E03,-2.246752529
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E04,-0.899670839
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E08,-1.646369063
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E09,0.496719867
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E12,-3.724367963
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E16,0.502620978
Payables and Accruals,Working Capital,ACT,Y2,M06,E,E18,1.22742496
Payables and Accruals,Working Capital,ACT,Y2,M06,F,F02,-0.180015911
Payables and Accruals,Working Capital,ACT,Y2,M06,F,F04,-0.749061002
Payables and Accruals,Working Capital,ACT,Y2,M06,F,F05,0.880267194
Payables and Accruals,Working Capital,ACT,Y2,M06,G,G01,-0.823506088
Payables and Accruals,Working Capital,ACT,Y2,M06,G,G05,0.596019013
Payables and Accruals,Working Capital,ACT,Y2,M06,G,G06,0.287106802
Payables and Accruals,Working Capital,ACT,Y2,M06,G,G08,-0.815132042
Payables and Accruals,Working Capital,ACT,Y2,M06,G,G10,0.454939762
Payables and Accruals,Working Capital,ACT,Y2,M06,G,G12,-0.744066921
Payables and Accruals,Working Capital,ACT,Y2,M07,A,A01,1.588277664
Payables and Accruals,Working Capital,ACT,Y2,M07,A,A02,1.247059672
Payables and Accruals,Working Capital,ACT,Y2,M07,A,A03,0.316700885
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B01,0.92915072
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B03,0.625726724
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B04,-0.413211122
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B05,0.336924611
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B07,1.021785723
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B08,0.703974197
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B09,0.608609097
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B13,0.571852882
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B15,-0.003110034
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B16,0.801084949
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B17,0.89531409
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B19,0.803635716
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B20,1.313622642
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B22,1.139015101
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B23,1.304708409
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B25,0.214527869
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B27,0.33840589
Payables and Accruals,Working Capital,ACT,Y2,M07,B,B28,0.632693948
Payables and Accruals,Working Capital,ACT,Y2,M07,C,C02,0.31450098
Payables and Accruals,Working Capital,ACT,Y2,M07,C,C03,-4.662752341
Payables and Accruals,Working Capital,ACT,Y2,M07,C,C04,-0.275996309
Payables and Accruals,Working Capital,ACT,Y2,M07,C,C06,0.18590447
Payables and Accruals,Working Capital,ACT,Y2,M07,C,C07,0.165514652
Payables and Accruals,Working Capital,ACT,Y2,M07,C,C09,1.495961485
Payables and Accruals,Working Capital,ACT,Y2,M07,D,D04,-0.96498643
Payables and Accruals,Working Capital,ACT,Y2,M07,D,D06,-2.644059127
Payables and Accruals,Working Capital,ACT,Y2,M07,D,D10,0.580299266
Payables and Accruals,Working Capital,ACT,Y2,M07,D,D11,-0.019253178
Payables and Accruals,Working Capital,ACT,Y2,M07,E,E04,-1.152655494
Payables and Accruals,Working Capital,ACT,Y2,M07,E,E08,-0.914747628
Payables and Accruals,Working Capital,ACT,Y2,M07,E,E09,0.409247411
Payables and Accruals,Working Capital,ACT,Y2,M07,E,E12,-1.296642503
Payables and Accruals,Working Capital,ACT,Y2,M07,E,E16,0.18992658
Payables and Accruals,Working Capital,ACT,Y2,M07,E,E18,0.998285393
Payables and Accruals,Working Capital,ACT,Y2,M07,F,F02,1.312032438
Payables and Accruals,Working Capital,ACT,Y2,M07,F,F03,-1.783990633
Payables and Accruals,Working Capital,ACT,Y2,M07,F,F04,-0.902679479
Payables and Accruals,Working Capital,ACT,Y2,M07,F,F05,0.547353618
Payables and Accruals,Working Capital,ACT,Y2,M07,G,G01,-1.680010932
Payables and Accruals,Working Capital,ACT,Y2,M07,G,G05,0.294439062
Payables and Accruals,Working Capital,ACT,Y2,M07,G,G06,0.376685004
Payables and Accruals,Working Capital,ACT,Y2,M07,G,G08,-0.42507694
Payables and Accruals,Working Capital,ACT,Y2,M07,G,G10,0.313112805
Payables and Accruals,Working Capital,ACT,Y2,M07,G,G12,-0.203489613
Payables and Accruals,Working Capital,ACT,Y2,M08,A,A01,1.340800044
Payables and Accruals,Working Capital,ACT,Y2,M08,A,A02,0.657604109
Payables and Accruals,Working Capital,ACT,Y2,M08,A,A03,0.474272191
Payables and Accruals,Working Capital,ACT,Y2,M08,B,B01,0.895341578
Payables and Accruals,Working Capital,ACT,Y2,M08,B,B03,0.719203779
Payables and Accruals,Working Capital,ACT,Y2,M08,B,B04,-0.916337847
Payables and Accruals,Working Capital,ACT,Y2,M08,B,B05,0.54622767
Payables and Accruals,Working Capital,ACT,Y2,M08,B,B07,0.821120878
